ID,gender,race,parental level of education,lunch,test preparation course,math score,physics score,computer science score,economics score,biology score,literature score,psychology score,history score
832,female,European,bachelor's degree,standard,completed,46,47,49,52,47,63,63,55
833,male,American,some college,standard,none,83,89,87,84,80,96,90,89
834,female,Asian,doctorate,standard,none,68,68,71,69,72,75,76,71
835,female,European,high school,standard,completed,89,88,97,91,93,93,90,99
836,male,European,master's degree,standard,none,99,90,100,89,93,91,88,90
837,female,European,doctorate,free/reduced,none,81,81,86,79,81,77,77,78
838,male,American,associate's degree,standard,none,75,79,86,72,78,72,68,73
839,female,Asian,bachelor's degree,standard,none,94,100,100,94,92,90,94,88
840,male,Asian,master's degree,free/reduced,none,76,78,82,71,78,79,78,69
841,female,European,associate's degree,standard,completed,100,100,100,100,89,94,93,93
842,female,European,master's degree,standard,completed,73,70,74,73,72,76,79,72
843,male,Asian,bachelor's degree,standard,completed,68,70,72,72,74,76,74,77
844,female,American,high school,standard,none,92,90,94,94,98,98,97,92
845,male,Asian,bachelor's degree,standard,none,71,68,75,73,72,74,69,70
846,male,European,some college,standard,none,61,67,67,63,65,64,69,69
847,male,European,associate's degree,standard,none,94,92,93,87,87,94,79,90
848,male,European,bachelor's degree,standard,completed,69,65,76,66,67,76,79,76
849,female,Asian,some high school,standard,completed,66,66,71,63,67,83,84,74
850,male,European,some high school,standard,completed,72,75,75,67,66,80,74,76
851,female,Asian,some college,free/reduced,none,74,76,78,73,72,70,71,64
852,male,European,some college,standard,completed,74,76,79,72,78,63,62,65
853,female,European,bachelor's degree,free/reduced,none,82,76,87,79,80,82,82,79
854,male,European,master's degree,standard,none,77,67,79,74,69,65,69,73
855,female,European,some college,standard,completed,87,84,88,88,77,84,84,82
856,male,European,high school,standard,none,50,40,60,57,47,68,68,63
857,female,European,high school,standard,completed,76,73,75,74,65,86,84,82
858,male,European,some high school,free/reduced,none,100,100,100,100,100,100,100,100
859,female,Asian,doctorate,standard,completed,65,73,69,71,63,82,80,77
860,male,European,high school,standard,completed,76,76,82,73,73,69,73,74
861,female,Asian,doctorate,free/reduced,completed,81,85,80,79,75,74,76,78
862,female,American,doctorate,standard,completed,86,86,86,85,88,87,92,90
863,male,European,some college,standard,none,100,100,100,92,96,99,94,92
864,female,European,some college,standard,completed,78,79,76,76,71,75,72,76
865,female,European,master's degree,free/reduced,none,87,89,90,95,92,98,95,95
866,female,European,bachelor's degree,standard,completed,66,65,68,76,68,86,82,81
867,female,Asian,some high school,standard,none,64,63,71,71,74,73,66,68
868,male,European,some college,free/reduced,none,92,92,90,89,90,84,82,80
869,male,Asian,associate's degree,standard,completed,85,88,88,90,93,94,85,95
870,female,American,high school,free/reduced,none,79,81,79,81,81,89,89,87
871,female,Asian,associate's degree,free/reduced,none,97,83,100,95,88,95,89,93
872,male,European,master's degree,free/reduced,none,71,68,71,72,67,72,76,71
873,male,European,master's degree,free/reduced,none,69,70,76,65,70,66,63,61
874,male,European,doctorate,standard,completed,90,90,97,89,89,84,92,85
875,male,Asian,doctorate,standard,none,60,55,62,57,58,66,66,62
876,female,European,some high school,standard,completed,78,84,86,82,78,77,85,73
877,female,European,bachelor's degree,standard,none,81,80,84,81,76,81,84,77
878,male,European,doctorate,standard,none,65,59,67,68,61,76,78,68
879,female,European,some college,standard,none,79,76,88,87,86,88,87,82
880,male,European,master's degree,free/reduced,none,69,76,71,69,68,79,78,78
881,male,European,master's degree,free/reduced,none,91,94,96,89,86,84,84,80
882,male,Asian,high school,standard,completed,66,67,75,71,69,75,71,73
883,female,European,master's degree,standard,none,79,73,81,77,70,83,82,85
884,female,European,doctorate,free/reduced,none,59,52,60,59,58,75,73,68
885,female,European,associate's degree,standard,none,92,90,83,88,80,89,91,88
886,female,European,doctorate,standard,none,82,79,77,72,74,81,80,75
887,male,American,bachelor's degree,standard,none,81,85,83,83,86,81,74,76
888,male,European,doctorate,standard,completed,81,81,83,76,78,89,82,88
889,female,African,high school,free/reduced,completed,83,74,86,72,76,81,78,76
890,female,European,master's degree,standard,none,80,82,80,81,78,77,80,78
891,male,American,bachelor's degree,standard,none,80,85,87,81,69,76,80,77
892,female,American,doctorate,standard,none,68,68,65,63,62,68,67,62
893,male,European,associate's degree,standard,none,77,67,74,71,74,79,84,80
894,female,European,high school,standard,completed,73,71,76,73,75,72,71,68
895,female,European,associate's degree,free/reduced,none,77,75,83,84,76,83,85,79
896,male,European,high school,standard,none,65,73,69,67,74,77,70,74
897,female,European,some college,standard,none,81,66,79,75,77,71,73,72
898,male,Asian,some college,free/reduced,completed,68,73,72,71,72,83,83,83
899,male,European,some college,free/reduced,completed,76,86,78,89,81,79,79,80
900,male,Asian,high school,standard,none,69,59,68,75,61,85,89,82
901,female,Asian,doctorate,standard,none,70,70,82,87,79,80,79,77
902,female,European,doctorate,standard,completed,88,100,97,100,89,92,91,93
903,male,American,some high school,standard,none,79,80,85,82,85,78,82,74
904,male,Asian,some high school,standard,completed,80,66,75,80,83,90,90,88
905,male,Asian,high school,standard,none,66,74,76,78,70,65,70,72
906,male,European,bachelor's degree,standard,completed,73,76,76,79,78,82,74,77
907,female,American,high school,standard,completed,67,69,67,69,67,74,69,69
908,male,European,associate's degree,free/reduced,completed,81,79,81,86,80,82,80,80
909,female,European,doctorate,standard,none,87,92,86,90,86,84,78,83
910,female,American,some high school,standard,none,98,100,100,88,97,94,89,95
911,male,Asian,doctorate,standard,none,67,66,75,71,69,72,72,71
912,female,European,high school,standard,none,100,100,100,99,99,96,95,93
913,male,European,master's degree,standard,none,70,61,68,68,67,74,75,71
914,male,European,doctorate,standard,completed,61,62,69,62,63,64,62,69
915,male,American,master's degree,free/reduced,completed,81,74,77,83,82,100,94,90
916,female,Asian,some high school,standard,none,80,66,79,67,72,73,78,76
917,male,European,bachelor's degree,free/reduced,none,59,51,64,69,63,68,62,68
918,male,Asian,some college,free/reduced,completed,68,57,75,69,60,70,69,70
919,female,Asian,master's degree,free/reduced,none,69,57,68,70,61,73,79,71
920,male,European,master's degree,free/reduced,completed,66,65,62,64,59,64,70,59
921,male,Asian,associate's degree,standard,completed,94,79,88,84,94,80,83,79
922,male,European,doctorate,standard,none,91,85,88,98,88,100,100,92
923,female,European,doctorate,standard,completed,96,95,94,94,94,99,97,100
924,female,European,high school,standard,none,77,78,78,79,80,82,90,88
925,female,European,some high school,standard,completed,80,70,82,80,86,81,87,84
926,male,European,doctorate,standard,none,79,71,77,85,74,75,76,76
927,female,European,some high school,standard,completed,59,53,63,66,57,59,59,62
928,male,European,some college,free/reduced,none,62,58,62,61,56,64,65,68
929,male,European,master's degree,free/reduced,completed,72,67,79,79,73,73,66,72
930,male,Asian,associate's degree,free/reduced,none,55,56,65,62,61,71,65,70
931,female,African,high school,free/reduced,completed,82,82,85,83,86,86,81,87
932,female,European,high school,standard,none,63,49,58,68,59,69,66,66
933,male,European,high school,standard,none,75,78,80,77,66,71,74,79
934,male,European,high school,standard,none,88,80,81,85,82,94,90,95
935,male,Asian,master's degree,standard,none,70,69,66,74,63,66,73,67
936,female,European,master's degree,standard,none,73,75,74,71,65,64,72,65
937,male,European,master's degree,standard,none,80,76,85,82,81,90,80,82
938,male,European,doctorate,standard,completed,60,62,69,74,69,78,77,73
939,male,European,associate's degree,standard,none,81,74,80,78,72,75,79,67
940,male,European,some college,free/reduced,none,66,61,70,71,70,71,72,75
941,female,American,bachelor's degree,standard,none,91,97,100,96,94,91,90,95
942,male,Asian,some high school,standard,completed,55,54,59,56,53,66,69,67
943,female,African,bachelor's degree,standard,completed,84,81,83,85,80,85,85,90
944,female,European,associate's degree,standard,completed,80,68,78,79,75,68,70,69
945,male,European,some high school,standard,completed,84,73,81,77,73,88,89,85
946,female,Asian,doctorate,standard,completed,90,89,87,88,84,80,83,82
947,male,Asian,bachelor's degree,standard,completed,66,58,68,70,63,73,67,71
948,male,Asian,some college,standard,none,55,53,62,52,48,56,57,63
949,female,European,high school,standard,none,97,76,85,86,82,90,91,94
950,female,Asian,master's degree,standard,none,71,71,80,69,68,82,75,78
951,male,American,some college,standard,none,65,66,68,65,63,57,65,57
952,male,African,doctorate,free/reduced,completed,77,74,77,80,76,79,73,73
953,male,American,some high school,standard,none,88,93,90,84,83,87,86,86
954,male,Asian,some high school,standard,completed,72,72,76,75,70,67,67,68
955,male,Asian,some high school,standard,completed,93,96,93,91,90,97,92,91
956,male,European,master's degree,standard,none,80,81,78,85,78,85,86,86
957,male,European,some high school,free/reduced,none,80,76,77,71,74,74,72,77
958,female,European,some high school,standard,completed,73,76,73,80,70,89,87,73
959,male,European,master's degree,free/reduced,completed,72,67,60,70,67,85,78,79
960,male,Asian,associate's degree,free/reduced,none,79,84,77,82,79,80,80,76
961,female,European,high school,standard,completed,97,82,95,87,80,93,90,89
962,female,European,some college,free/reduced,completed,73,66,76,73,71,73,71,66
963,male,European,some college,standard,completed,88,89,90,89,84,85,93,87
964,male,European,high school,standard,none,77,71,78,83,81,79,83,78
965,female,American,some high school,standard,completed,86,79,86,91,86,100,98,98
966,female,European,doctorate,standard,completed,57,57,58,65,67,75,71,63
967,female,European,bachelor's degree,free/reduced,none,73,64,67,71,69,67,72,72
968,female,European,high school,standard,none,44,24,46,45,47,60,57,56
969,male,European,master's degree,standard,completed,85,85,86,87,83,100,100,99
970,male,American,some college,standard,completed,62,50,58,63,58,73,73,72
971,female,Asian,associate's degree,free/reduced,none,81,84,85,81,84,84,77,81
972,female,Asian,high school,standard,completed,87,75,80,78,79,91,83,87
973,female,European,doctorate,standard,completed,71,67,71,74,81,79,76,79
974,male,European,doctorate,standard,none,70,59,65,66,65,76,78,74
975,female,European,high school,standard,completed,97,99,100,96,95,92,87,89
976,female,European,high school,free/reduced,none,89,88,84,81,77,90,81,84
977,male,European,doctorate,free/reduced,none,47,52,59,51,54,68,70,65
978,male,European,doctorate,standard,completed,70,69,73,71,78,88,86,79
979,female,European,doctorate,standard,completed,83,80,85,85,74,80,78,76
980,female,European,some college,standard,completed,69,68,75,76,64,69,71,70
981,female,American,some high school,standard,completed,100,93,94,95,86,97,94,92
982,male,American,some high school,free/reduced,completed,77,79,84,90,77,93,90,93
983,male,European,some college,free/reduced,none,81,85,84,83,85,73,72,75
984,female,American,bachelor's degree,standard,none,60,62,64,66,61,71,79,78
985,female,European,associate's degree,standard,none,87,81,86,88,87,86,85,85
986,female,Asian,bachelor's degree,free/reduced,none,92,83,86,88,94,84,85,87
987,female,European,associate's degree,free/reduced,none,85,90,84,87,85,91,92,92
988,female,African,some college,free/reduced,none,72,74,80,81,84,79,84,79
989,male,American,some college,standard,completed,65,65,73,71,70,72,69,70
990,male,European,associate's degree,standard,none,84,82,83,73,79,88,85,86
991,male,European,master's degree,free/reduced,none,88,80,85,86,87,84,85,82
992,male,Asian,some high school,standard,none,68,71,81,71,63,87,87,81
993,female,European,bachelor's degree,free/reduced,none,80,79,80,89,79,86,80,85
994,male,American,some high school,standard,none,61,74,77,72,72,74,65,67
995,male,Asian,doctorate,standard,none,54,49,62,58,53,76,74,70
996,male,European,doctorate,standard,none,79,81,77,90,80,93,99,88
997,female,European,some high school,standard,none,78,75,73,83,75,82,81,75
998,male,European,doctorate,free/reduced,completed,78,72,77,81,79,86,87,83
999,female,European,associate's degree,free/reduced,completed,93,86,89,82,83,67,67,74
1000,male,European,doctorate,standard,completed,68,66,69,71,66,56,65,58
1001,male,American,associate's degree,free/reduced,none,74,78,83,73,73,70,70,76
1002,male,European,master's degree,free/reduced,completed,76,83,86,86,72,81,73,74
1003,male,European,some college,standard,none,78,79,84,88,75,81,90,90
1004,female,European,some college,standard,completed,88,88,92,88,90,89,87,83
1005,male,African,doctorate,free/reduced,none,72,70,77,72,70,80,82,81
1006,female,Asian,high school,standard,completed,75,83,81,77,78,93,91,87
1007,male,Asian,bachelor's degree,free/reduced,none,41,39,44,44,48,51,44,55
1008,female,Asian,bachelor's degree,standard,none,58,55,69,61,65,75,74,73
1009,female,European,bachelor's degree,standard,none,69,67,71,80,76,86,89,80
1010,male,Asian,associate's degree,free/reduced,completed,75,71,75,74,83,92,90,83
1011,female,European,associate's degree,standard,none,80,81,84,78,77,80,82,82
1012,female,European,doctorate,free/reduced,none,69,66,71,68,68,78,78,73
1013,male,European,associate's degree,free/reduced,none,71,78,76,79,79,73,77,71
1014,female,European,some high school,standard,completed,82,95,85,85,86,94,85,81
1015,male,European,some college,free/reduced,none,80,79,83,81,69,77,74,76
1016,male,Asian,bachelor's degree,standard,none,52,48,45,46,54,60,52,57
1017,female,Asian,bachelor's degree,standard,completed,79,71,72,76,82,81,78,84
1018,male,American,high school,free/reduced,none,48,57,59,53,52,65,61,63
1019,male,European,bachelor's degree,standard,none,76,77,84,74,76,66,68,67
1020,male,Asian,some college,free/reduced,completed,100,100,100,100,90,100,98,100
1021,male,European,some college,standard,completed,64,50,62,63,71,61,65,62
1022,male,European,master's degree,free/reduced,none,85,94,87,92,82,90,87,89
1023,male,Asian,master's degree,free/reduced,completed,68,60,70,68,68,75,78,73
1024,female,American,master's degree,free/reduced,completed,62,50,54,61,58,70,72,67
1025,female,European,master's degree,standard,completed,72,74,76,80,79,96,93,90
1026,male,European,bachelor's degree,standard,none,85,82,92,89,85,89,85,82
1027,female,European,bachelor's degree,standard,none,78,78,80,75,74,78,76,76
1028,female,European,doctorate,standard,completed,79,73,73,74,71,75,83,74
1029,male,European,associate's degree,standard,completed,37,46,40,46,40,51,55,52
1030,male,Asian,some college,standard,none,71,56,70,70,66,74,78,73
1031,male,European,doctorate,standard,completed,65,65,66,67,63,69,71,72
1032,female,European,doctorate,free/reduced,none,78,73,83,88,83,92,91,96
1033,female,European,doctorate,free/reduced,none,59,60,64,68,65,83,85,77
1034,male,Asian,some college,standard,none,84,88,82,90,84,83,87,84
1035,female,European,associate's degree,standard,none,54,44,50,55,50,62,61,61
1036,female,European,some college,standard,completed,62,57,65,64,57,71,68,67
1037,female,European,associate's degree,free/reduced,none,83,90,85,93,89,92,88,86
1038,male,American,master's degree,free/reduced,completed,68,61,64,72,66,69,70,71
1039,female,European,high school,standard,none,81,78,75,76,71,64,63,60
1040,male,Asian,bachelor's degree,standard,completed,66,69,66,65,64,79,88,80
1041,female,American,some high school,standard,none,86,87,89,81,80,79,74,77
1042,female,Asian,some high school,standard,none,83,84,87,90,83,100,95,97
1043,male,European,bachelor's degree,standard,none,72,63,76,73,70,79,75,78
1044,female,Asian,doctorate,free/reduced,completed,77,66,75,79,70,83,78,78
1045,male,European,master's degree,free/reduced,completed,90,73,85,85,85,90,85,92
1046,female,Asian,some college,free/reduced,none,78,76,74,77,73,81,81,76
1047,male,European,associate's degree,free/reduced,none,84,80,82,80,79,86,82,86
1048,female,European,bachelor's degree,standard,completed,62,58,62,64,56,67,66,65
1049,female,European,bachelor's degree,free/reduced,none,79,66,77,79,71,77,78,75
1050,male,Asian,bachelor's degree,standard,completed,61,50,64,60,62,75,75,78
1051,male,European,master's degree,standard,completed,95,100,94,97,97,99,93,85
1052,female,European,master's degree,standard,completed,100,100,100,100,100,100,100,100
1053,male,European,some high school,standard,completed,66,63,72,70,65,81,78,78
1054,female,European,bachelor's degree,standard,none,88,80,81,100,90,100,95,91
1055,male,European,master's degree,standard,completed,77,83,80,80,74,77,78,79
1056,female,European,high school,free/reduced,none,66,71,72,66,68,67,75,64
1057,female,European,doctorate,standard,none,74,73,74,72,65,81,77,79
1058,female,European,bachelor's degree,standard,completed,81,80,84,81,87,89,88,85
1059,female,European,associate's degree,free/reduced,completed,66,55,69,68,65,73,71,69
1060,female,European,bachelor's degree,standard,none,78,71,82,81,74,80,77,71
1061,male,European,some college,free/reduced,completed,83,88,84,82,87,81,77,78
1062,male,European,some college,standard,completed,75,75,79,82,74,80,95,82
1063,male,Asian,doctorate,standard,none,74,63,71,74,70,83,81,79
1064,female,American,bachelor's degree,standard,completed,80,79,79,75,73,68,73,71
1065,male,European,some high school,free/reduced,none,73,63,75,71,73,70,76,71
1066,female,European,master's degree,free/reduced,none,81,68,86,78,68,80,75,81
1067,female,American,master's degree,free/reduced,none,100,100,100,100,100,84,91,98
1068,female,American,some high school,standard,none,77,83,85,86,80,95,91,91
1069,female,Asian,high school,standard,none,83,77,84,79,79,81,83,74
1070,male,European,doctorate,standard,completed,69,75,74,77,71,66,69,68
1071,male,European,some college,free/reduced,none,57,55,60,56,59,69,63,60
1072,male,Asian,associate's degree,free/reduced,completed,65,69,68,68,62,65,56,59
1073,female,African,bachelor's degree,standard,completed,85,79,81,89,86,99,91,94
1074,female,European,high school,standard,completed,75,75,80,78,80,78,82,86
1075,female,Asian,master's degree,free/reduced,completed,74,67,75,71,68,71,78,75
1076,female,European,associate's degree,free/reduced,none,74,77,77,75,77,78,76,74
1077,female,European,doctorate,free/reduced,none,71,65,70,72,66,79,77,76
1078,female,European,associate's degree,standard,none,73,72,68,73,70,74,68,70
1079,female,Asian,bachelor's degree,free/reduced,none,76,74,71,73,80,76,69,69
1080,female,European,some college,standard,completed,82,89,78,80,79,73,72,71
1081,male,European,master's degree,standard,none,54,47,59,58,56,74,77,72
1082,male,Asian,high school,free/reduced,none,60,67,67,65,68,70,61,62
1083,female,African,high school,free/reduced,none,76,75,74,74,79,80,76,79
1084,male,European,doctorate,standard,none,76,72,73,71,67,75,78,75
1085,male,European,some college,free/reduced,completed,100,100,100,100,100,100,100,100
1086,female,Asian,some high school,standard,none,61,58,65,68,63,81,79,76
1087,female,European,some high school,standard,none,84,81,79,87,87,93,84,82
1088,female,American,bachelor's degree,free/reduced,none,100,100,95,96,94,79,75,83
1089,female,European,associate's degree,free/reduced,none,73,62,68,66,64,74,68,60
1090,female,European,associate's degree,standard,completed,71,80,79,77,74,82,80,78
1091,male,European,bachelor's degree,standard,completed,84,88,84,80,81,76,77,83
1092,male,Asian,doctorate,free/reduced,completed,100,100,100,91,92,91,85,85
1093,female,European,some high school,standard,completed,71,67,78,71,66,73,79,75
1094,male,European,associate's degree,standard,completed,85,89,98,79,86,76,77,81
1095,female,European,high school,standard,none,63,55,56,65,58,74,76,69
1096,male,European,bachelor's degree,free/reduced,completed,69,68,79,73,76,76,82,73
1097,female,American,master's degree,standard,completed,71,74,84,79,83,77,80,71
1098,male,European,some high school,standard,completed,75,77,77,78,72,77,77,79
1099,female,European,bachelor's degree,standard,none,71,67,79,73,71,66,68,61
1100,male,Asian,associate's degree,free/reduced,completed,98,94,91,87,87,99,94,95
1101,female,European,bachelor's degree,standard,completed,93,89,88,84,90,86,76,85
1102,female,Asian,master's degree,standard,none,100,98,100,91,100,100,96,95
1103,female,American,high school,standard,completed,78,68,74,79,77,75,70,75
1104,female,European,associate's degree,free/reduced,completed,73,71,78,77,73,72,65,76
1105,female,European,associate's degree,free/reduced,completed,76,75,77,68,73,57,66,73
1106,female,Asian,bachelor's degree,standard,completed,86,72,80,86,81,96,88,86
1107,female,European,some college,standard,completed,73,79,82,80,78,90,81,81
1108,female,European,high school,standard,completed,100,98,100,90,92,74,82,72
1109,female,European,bachelor's degree,free/reduced,completed,79,80,83,84,77,86,82,83
1110,female,European,high school,standard,completed,81,76,75,80,78,78,91,82
1111,male,European,high school,free/reduced,none,75,70,81,75,73,79,76,80
1112,male,European,some high school,standard,none,79,77,80,77,74,80,86,82
1113,female,African,some college,free/reduced,none,84,82,86,82,82,82,81,88
1114,male,European,doctorate,standard,none,91,100,90,96,96,86,85,91
1115,female,European,doctorate,standard,none,47,43,43,46,54,53,52,54
1116,male,European,high school,free/reduced,none,76,76,83,80,79,88,88,82
1117,female,European,associate's degree,standard,completed,75,69,73,76,71,78,86,75
1118,female,American,bachelor's degree,standard,completed,85,73,79,86,76,80,82,82
1119,male,European,master's degree,free/reduced,none,65,58,68,77,67,78,79,73
1120,female,European,doctorate,standard,none,57,42,62,54,61,73,72,66
1121,female,European,some college,standard,none,62,65,65,60,62,77,70,76
1122,female,European,some college,standard,completed,76,76,78,84,75,83,80,79
1123,female,American,bachelor's degree,standard,none,65,58,69,64,65,77,79,73
1124,male,Asian,associate's degree,standard,none,72,79,79,75,76,74,75,76
1125,male,Asian,associate's degree,standard,completed,82,69,71,85,83,74,72,76
1126,female,European,doctorate,free/reduced,none,71,66,71,77,65,73,76,77
1127,female,European,some college,standard,none,69,68,72,70,65,74,72,78
1128,male,European,some high school,standard,none,82,83,81,79,81,74,78,78
1129,female,European,doctorate,standard,completed,90,97,96,86,86,81,85,83
1130,female,Asian,some college,standard,none,78,76,81,90,73,87,90,87
1131,female,European,doctorate,free/reduced,none,85,80,82,83,86,84,83,78
1132,female,European,associate's degree,standard,none,52,52,69,62,63,62,70,70
1133,female,American,some high school,standard,none,85,89,87,89,86,80,79,83
1134,male,European,high school,standard,none,78,83,83,80,84,76,73,84
1135,female,European,associate's degree,standard,completed,68,55,72,75,71,84,78,76
1136,male,Asian,high school,standard,none,90,70,92,72,85,83,73,76
1137,female,European,high school,standard,completed,55,47,54,66,53,90,81,81
1138,male,European,associate's degree,free/reduced,none,68,72,74,73,65,75,73,73
1139,female,Asian,some high school,standard,none,76,78,75,83,79,80,81,76
1140,female,American,master's degree,standard,completed,78,80,89,79,77,79,81,74
1141,male,European,associate's degree,standard,completed,81,86,86,72,81,83,82,80
1142,female,European,doctorate,standard,none,80,74,79,70,75,77,81,78
1143,male,European,master's degree,standard,completed,57,60,58,62,62,69,69,74
1144,female,Asian,bachelor's degree,free/reduced,completed,60,56,70,70,60,80,76,70
1145,male,Asian,doctorate,standard,none,88,89,82,87,84,85,91,89
1146,male,American,some high school,standard,none,94,86,89,87,87,90,87,86
1147,female,European,doctorate,standard,none,97,99,100,96,95,96,97,99
1148,female,American,bachelor's degree,standard,completed,86,93,92,83,89,86,88,83
1149,male,European,some high school,free/reduced,none,81,85,85,78,75,82,80,83
1150,female,European,associate's degree,free/reduced,completed,70,72,77,73,75,69,77,78
1151,female,American,bachelor's degree,standard,none,66,71,73,72,72,88,86,82
1152,male,European,doctorate,free/reduced,none,80,81,85,86,78,98,92,89
1153,female,American,some high school,standard,none,78,65,78,76,67,79,75,80
1154,male,Asian,associate's degree,free/reduced,none,68,71,74,70,65,68,67,69
1155,male,European,some high school,free/reduced,none,72,72,73,72,66,77,77,72
1156,female,European,bachelor's degree,standard,completed,85,78,91,89,80,98,89,93
1157,male,European,high school,standard,none,77,73,82,80,70,89,81,88
1158,female,Asian,high school,standard,none,87,77,84,90,83,86,84,84
1159,female,American,bachelor's degree,standard,completed,67,56,57,54,63,61,57,58
1160,female,Asian,master's degree,standard,none,82,71,77,79,70,82,75,77
1161,male,European,associate's degree,free/reduced,none,96,93,89,92,86,77,86,85
1162,female,Asian,doctorate,free/reduced,none,77,73,83,78,73,81,79,76
1163,female,Asian,high school,free/reduced,none,71,75,75,71,71,74,78,74
1164,female,Asian,bachelor's degree,standard,none,73,67,71,78,72,88,82,84
1165,male,American,doctorate,standard,none,88,82,89,86,80,79,79,73
1166,female,European,some college,free/reduced,none,85,88,96,83,81,85,88,88
1167,male,European,master's degree,free/reduced,none,77,80,80,76,75,83,75,79
1168,female,European,some high school,standard,none,56,47,53,52,52,50,57,51
1169,male,European,some college,standard,completed,67,67,67,64,66,60,58,54
1170,female,European,some college,standard,completed,84,83,79,84,85,73,78,79
1171,female,European,master's degree,standard,completed,78,74,82,71,75,71,65,65
1172,male,European,bachelor's degree,standard,none,86,79,85,87,86,80,83,75
1173,male,European,associate's degree,standard,none,90,96,87,82,82,74,80,76
1174,female,American,master's degree,free/reduced,none,84,87,93,90,91,100,99,93
1175,male,Asian,high school,free/reduced,none,71,66,75,73,73,93,93,92
1176,female,European,associate's degree,standard,completed,66,66,68,70,63,90,76,78
1177,female,Asian,bachelor's degree,free/reduced,completed,74,55,73,73,64,78,76,76
1178,female,Asian,master's degree,standard,none,81,80,81,82,78,96,94,89
1179,female,European,high school,standard,none,71,78,80,79,74,76,78,77
1180,male,European,doctorate,standard,completed,96,94,100,89,92,95,92,97
1181,female,European,some college,free/reduced,none,69,68,84,77,71,78,75,77
1182,male,European,associate's degree,standard,none,72,67,79,74,82,84,86,82
1183,female,European,bachelor's degree,free/reduced,completed,79,84,80,78,80,89,83,81
1184,female,Asian,some high school,standard,completed,68,69,68,66,71,69,73,71
1185,female,European,doctorate,standard,completed,79,75,79,78,72,77,67,78
1186,female,European,associate's degree,standard,none,75,83,88,76,74,84,81,83
1187,male,European,high school,free/reduced,none,81,73,75,72,69,68,67,72
1188,male,Asian,doctorate,standard,none,67,68,75,76,73,80,80,82
1189,female,European,doctorate,free/reduced,none,81,77,82,71,84,66,68,65
1190,female,European,some college,standard,none,86,84,77,73,80,75,69,68
1191,male,European,bachelor's degree,standard,none,56,48,53,60,58,77,80,73
1192,male,Asian,master's degree,standard,none,100,100,97,99,99,100,95,94
1193,female,Asian,bachelor's degree,standard,none,90,77,85,82,76,87,84,81
1194,male,European,master's degree,standard,completed,78,82,73,79,75,69,68,75
1195,female,Asian,bachelor's degree,standard,none,80,75,80,82,88,88,82,81
1196,female,American,some high school,standard,none,82,88,97,93,89,93,87,87
1197,male,American,bachelor's degree,standard,none,99,98,100,100,100,98,91,98
1198,female,American,master's degree,standard,none,72,67,70,69,74,86,82,84
1199,male,European,associate's degree,standard,none,94,99,100,100,96,100,90,95
1200,female,American,some college,free/reduced,none,82,80,86,83,75,76,87,82
1201,female,European,associate's degree,standard,none,62,65,66,69,67,68,69,77
1202,male,European,master's degree,free/reduced,none,76,76,76,78,74,87,90,80
1203,female,Asian,master's degree,standard,none,80,81,82,84,83,85,88,81
1204,male,European,some college,standard,none,88,81,87,86,84,86,88,82
1205,female,American,bachelor's degree,standard,completed,79,69,69,75,68,80,78,75
1206,female,European,high school,standard,none,81,79,82,78,76,94,85,82
1207,male,European,master's degree,free/reduced,none,81,69,76,73,68,85,83,80
1208,female,European,associate's degree,standard,completed,60,65,69,70,58,63,67,74
1209,male,European,some college,standard,none,76,70,67,77,70,70,76,68
1210,female,European,high school,standard,completed,66,56,72,69,63,80,84,85
1211,female,Asian,some high school,free/reduced,completed,74,76,74,79,78,85,81,79
1212,male,European,doctorate,standard,none,95,100,100,93,86,88,83,82
1213,male,Asian,doctorate,free/reduced,completed,86,84,89,90,80,73,77,79
1214,female,European,high school,free/reduced,completed,79,81,80,84,75,85,83,78
1215,male,Asian,bachelor's degree,standard,completed,62,58,63,64,63,83,79,78
1216,male,European,some college,standard,completed,63,58,64,59,56,68,75,66
1217,male,European,master's degree,standard,none,68,73,72,72,68,76,72,72
1218,female,Asian,doctorate,standard,completed,77,71,72,84,81,82,80,75
1219,male,European,doctorate,standard,none,77,67,65,75,69,80,78,69
1220,male,American,doctorate,free/reduced,completed,82,79,72,77,71,76,72,73
1221,male,Asian,some high school,standard,none,78,87,89,87,86,83,86,90
1222,male,American,some college,standard,none,64,54,56,61,58,69,60,61
1223,male,European,high school,standard,none,76,82,82,84,83,80,79,81
1224,male,Asian,doctorate,standard,none,58,54,56,61,60,58,64,61
1225,female,Asian,high school,free/reduced,none,72,65,69,70,72,81,77,76
1226,male,Asian,high school,standard,none,67,69,73,80,66,85,84,77
1227,male,European,some high school,free/reduced,none,70,69,72,75,64,89,89,80
1228,male,African,some college,free/reduced,completed,86,83,93,86,85,81,83,83
1229,female,European,bachelor's degree,standard,none,100,100,100,100,97,100,100,100
1230,female,African,bachelor's degree,standard,none,98,86,92,90,81,94,90,86
1231,male,European,doctorate,standard,completed,73,75,77,82,84,84,82,82
1232,female,African,associate's degree,free/reduced,none,51,56,56,54,52,62,63,53
1233,female,European,doctorate,free/reduced,none,86,93,87,81,86,79,75,79
1234,female,Asian,bachelor's degree,standard,none,94,88,90,99,92,98,90,87
1235,female,American,bachelor's degree,free/reduced,none,70,73,71,77,72,82,84,85
1236,female,Asian,associate's degree,standard,completed,66,66,66,62,62,72,66,70
